#,case_id,product,d_type,supplier,jira_request,required_by,received_date,m_lead_time_in_weeks,m_lead_time_in_days,item_type,next_delivery_date,d_created,updated,location,total_amount,tax_amount
1,PO20-7590_8000777,M4 x 0.7 (3mm max) NUTSERT 9408,Advanced Purchase,0744da444f47f3deab084c0ec61dae34,,11/12/2020,,0,0,,,2020-12-08 00:00:00.000000,2020-12-11 10:23:45.943000,UK/Banbury/Main stores,55.074,9.179
2,PO19-3502_1007927,INT TRANSDUCER ASSY,Advanced Purchase,790b4ba972be8fb546faf6e3483a8a6b,,16/12/2019,6/5/2020,,,,,2019-11-19 00:00:00.000000,2020-07-07 05:50:38.300000,UK/Banbury/Main stores,250,
3,PO19-3534_1015742,STRUCTURE KEYSTONE LOWER,Advanced Purchase,154244e2560a620fa80f68f052a10c2f,,13/12/2019,24/2/2020,,,,,2019-11-20 00:00:00.000000,2020-07-07 05:50:39.413000,UK/Banbury/Main stores,191.0833333333333333,
4,PO19-3534_1013726,Structure gusset lower CTR,Advanced Purchase,154244e2560a620fa80f68f052a10c2f,,13/12/2019,24/2/2020,0,0,,,2019-11-20 00:00:00.000000,2020-07-07 05:50:39.413000,UK/Banbury/Main stores,191.0833333333333333,
5,PO19-3534_1015800,STRUCTURE GUSSET LOWER CTR B,Advanced Purchase,154244e2560a620fa80f68f052a10c2f,,13/12/2019,24/2/2020,0,0,,,2019-11-20 00:00:00.000000,2020-07-07 05:50:39.413000,UK/Banbury/Main stores,191.0833333333333333,
6,PO19-3541_1006517,PANIC BUTTON SWITCH ELEMENT,Advanced Purchase,55d3de106151483b63f68fe9b0d82e97,,13/1/2020,22/1/2020,,,,,2019-11-21 00:00:00.000000,2020-07-07 05:50:40.810000,UK/Banbury/Main stores,17.215,2.8691666666666667
7,PO19-3541_1003385,PANIC BUTTON,Advanced Purchase,55d3de106151483b63f68fe9b0d82e97,,13/1/2020,22/1/2020,,,,,2019-11-21 00:00:00.000000,2020-07-07 05:50:40.810000,UK/Banbury/Main stores,17.215,2.8691666666666667
8,PO19-3541_1006516,PANIC BUTTON HOLDER,Advanced Purchase,55d3de106151483b63f68fe9b0d82e97,,13/1/2020,22/1/2020,,,,,2019-11-21 00:00:00.000000,2020-07-07 05:50:40.810000,UK/Banbury/Main stores,17.215,2.8691666666666667
9,PO19-3580_1008627,SUSPENSION RIDE HEIGHT SENSOR,Advanced Purchase,b8626a3f1b1b1093ca264cb154873cfc,,4/12/2019,17/12/2019,,,,,2019-11-25 00:00:00.000000,2020-07-07 05:50:42.710000,UK/Banbury/Main stores,86.084,14.3473333333333333
10,PO19-3779_1015585,GLASS SIDE LOWER DRIVER MARKET 1,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
11,PO19-3779_1015591,GLASS UPPER FRONT ,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Purchased,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
12,PO19-3779_1015579,GLASS LH SIDE UPPER RR,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Purchased,,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
13,PO19-3779_1015580,GLASS RH SIDE UPPER FR,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Purchased,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
14,PO19-3774_1000604,EXT LED HEADLIGHT WITH DIPPED BEAM AND DRL FRONT SIDE,Advanced Purchase,76451cb3705be3f97a604eba9a341b87,,23/12/2019,16/12/2019,4,28,Purchased,,2019-12-04 00:00:00.000000,2020-07-07 05:50:51.123000,UK/Banbury/Main stores,468,78
15,PO19-3779_1015577,GLASS DRIVER DOOR MARKET 1,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
16,PO19-3779_1017273,Glass Roof FF,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Purchased,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
17,PO19-3779_1015578,GLASS LH SIDE UPPER FR,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Purchased,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
18,PO19-3779_1015581,GLASS RH SIDE UPPER RR,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Purchased,,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
19,PO19-3899_1015497,ARRIVAL BUS GAMMA MAIN COLD PLATE EXTRUSION,Advanced Purchase,4e1bbf26e208f1298374e812bba2882e,,20/1/2020,,0,0,,20/1/2020,2019-12-12 00:00:00.000000,2020-07-07 05:50:55.673000,UK/Banbury/Main stores,8891.994,1481.999
20,PO19-3774_1000605,EXT LED HEADLIGHT WITH HIGH BEAM AND INDICATOR FRONT SIDE,Advanced Purchase,76451cb3705be3f97a604eba9a341b87,,23/12/2019,16/12/2019,4,28,Purchased,,2019-12-04 00:00:00.000000,2020-07-07 05:50:51.123000,UK/Banbury/Main stores,468,78
21,PO19-3779_1015590,GLASS SIDE UPPER,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Purchased,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
22,PO19-3779_1015594,GLASS DRIVER DOOR MARKET 2,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Purchased,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
23,PO19-3781_1014611,WSS DF11S,Advanced Purchase,97b3b83ca88e46d654cc14badace9537,,10/12/2019,26/3/2020,4,28,Manufactured Item,,2019-12-04 00:00:00.000000,2020-07-07 05:50:50.463000,UK/Banbury/Main stores,19.376,3.2293333333333333
24,PO19-3779_1015597,GLASS SIDE LOWER DRIVER WINDOW MARKET 2,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Child,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
25,PO19-3779_1015586,GLASS SIDE LOWER DRIVER WINDOW MARKET 1,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Child,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
26,PO19-3779_1015582,GLASS ROOF,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Purchased,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
27,PO19-3779_1015589,GLASS SIDE LOWER =C,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Purchased,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
28,PO19-3779_1015596,GLASS SIDE LOWER DRIVER MARKET 2,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,Child,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
29,PO19-3779_1015588-C,GLASS SIDE LOWER WHEEL-C,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
30,PO19-3779_1015587-C,GLASS SIDE LOWER RR,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
31,PO19-3779_1015595-Y,GLASS SIDE LOWER DOOR MARKET 2-Y,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
32,PO19-3779_1015584-C,GLASS SIDE LOWER DOOR MARKET 1-C,Advanced Purchase,0372265f2154782f73a35c8b71182420,,13/1/2020,,12,84,,13/1/2020,2019-12-04 00:00:00.000000,2020-12-18 16:15:35.127000,UK/Banbury/Main stores,1103.2633333333333333,
33,PO19-3787_1016005,GLASS RR LOWER,Advanced Purchase,90992115ba64555ecf162497de4fcb95,,13/1/2020,,12,84,,13/1/2020,2019-12-05 00:00:00.000000,2020-10-29 05:05:32.293000,UK/Banbury/Main stores,683.298,113.883
34,PO19-3787_1016006,GLASS RR UPPER,Advanced Purchase,90992115ba64555ecf162497de4fcb95,,13/1/2020,,12,84,Purchased,13/1/2020,2019-12-05 00:00:00.000000,2020-10-29 05:05:32.293000,UK/Banbury/Main stores,683.298,113.883
35,PO19-3787_1017729,Windscreen Front ,Advanced Purchase,90992115ba64555ecf162497de4fcb95,,13/1/2020,29/10/2020,,,,13/1/2020,2019-12-05 00:00:00.000000,2020-10-29 05:05:32.293000,UK/Banbury/Main stores,683.298,113.883
36,PO20-0566_1016005,GLASS RR LOWER,Advanced Purchase,90992115ba64555ecf162497de4fcb95,,13/1/2020,,12,84,Purchased,13/1/2020,2020-01-31 00:00:00.000000,2020-07-07 05:51:26.230000,UK/Banbury/Main stores,6.14,1.02333333333333333333
37,PO19-3859_1000888,Tyre,Advanced Purchase,504f4c0c701322519a5347b7cf529842,,18/12/2019,8/1/2020,2,14,Purchased Mechanical Part,16/2/2021,2019-12-11 00:00:00.000000,2020-07-07 05:50:54.827000,UK/Banbury/Main stores,161.8,26.9666666666666667
38,PO19-3899_1015496,Arrival Bus Gamma Cold Plate End Cap,Advanced Purchase,4e1bbf26e208f1298374e812bba2882e,,20/1/2020,,0,0,,20/1/2020,2019-12-12 00:00:00.000000,2020-07-07 05:50:55.673000,UK/Banbury/Main stores,8891.994,1481.999
39,PO19-3926_1018424,NYLON TUBING / 5M COIL 16MM OD BLACK,Advanced Purchase,debb0f3be638b5dcea5289ecccf600dc,,,17/12/2019,0,0,,,2019-12-16 00:00:00.000000,2020-07-07 05:50:57.677000,UK/Banbury/Main stores,4.854,0.809
40,PO19-3926_1018417,PNEUMATIC STRAIGHT STUD FITTING M22X1.5-16MM,Advanced Purchase,debb0f3be638b5dcea5289ecccf600dc,,,17/12/2019,0,0,,,2019-12-16 00:00:00.000000,2020-07-07 05:50:57.677000,UK/Banbury/Main stores,4.854,0.809
41,PO19-3926_1018418,PNEUMATIC STRAIGHT STUD FITTING M16X1.5- 16MM,Advanced Purchase,debb0f3be638b5dcea5289ecccf600dc,,,17/12/2019,0,0,,,2019-12-16 00:00:00.000000,2020-07-07 05:50:57.677000,UK/Banbury/Main stores,4.854,0.809
42,PO19-3968_1017538,DCDC CONVERTER,Advanced Purchase,91e5b147c3bfc89946390495a5f01c11,,24/2/2020,2/3/2020,8,56,Purchased,22/5/2020,2019-12-18 00:00:00.000000,2020-07-07 05:50:59.190000,UK/Banbury/Main stores,1800,
43,PO19-3963_1014597,HV Voltage Meter,Advanced Purchase,4dbaa042e31a6697d74b60bbf016fab1,,7/1/2020,8/1/2020,0,0,,,2019-12-18 00:00:00.000000,2020-07-07 05:50:59.313000,UK/Banbury/Main stores,67.9866666666666667,
44,PO19-3966_1013887,Cabin Door Reinforcement LH,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,13/1/2020,31/1/2020,0,0,,,2019-12-18 00:00:00.000000,2020-07-07 05:50:59.283000,UK/Banbury/Main stores,355,59.1666666666666667
45,PO19-3966_1013885,Cabin Door Locking Pin,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,13/1/2020,31/1/2020,0,0,,,2019-12-18 00:00:00.000000,2020-07-07 05:50:59.283000,UK/Banbury/Main stores,355,59.1666666666666667
46,PO19-3966_1013886,Cabin Door Lower Door Hinge Insert,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,13/1/2020,31/1/2020,0,0,,,2019-12-18 00:00:00.000000,2020-07-07 05:50:59.283000,UK/Banbury/Main stores,355,59.1666666666666667
47,PO19-3966_1013906,Cabin Door Reinforcement RH,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,13/1/2020,31/1/2020,0,0,,,2019-12-18 00:00:00.000000,2020-07-07 05:50:59.283000,UK/Banbury/Main stores,355,59.1666666666666667
48,PO19-3966_1014605,DOOR PIN INSERT,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,13/1/2020,5/2/2020,0,0,,,2019-12-18 00:00:00.000000,2020-07-07 05:50:59.283000,UK/Banbury/Main stores,355,59.1666666666666667
49,PO19-3966_1013891,Cabin Door Upper Rearward Door Hinge Insert,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,13/1/2020,31/1/2020,0,0,,,2019-12-18 00:00:00.000000,2020-07-07 05:50:59.283000,UK/Banbury/Main stores,355,59.1666666666666667
50,PO19-3966_1013890,Cabin Door Upper Forward Door Hinge Insert,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,13/1/2020,31/1/2020,0,0,,,2019-12-18 00:00:00.000000,2020-07-07 05:50:59.283000,UK/Banbury/Main stores,355,59.1666666666666667
51,PO19-3986_8001233,LV Busbar Fuse (80A),Advanced Purchase,cb0e1f5af10530fc6cc6ffd2924e0f23,,9/1/2020,6/1/2020,2,14,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.817000,UK/Banbury/Main stores,5.376,0.896
52,PO19-3979_1008732,BOSCH USS5.0/USS5.1,Advanced Purchase,2fc0f320df91a79376ab2bd05cf903ec,,23/3/2020,20/4/2020,8,56,Purchased Electrical Part,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.717000,UK/Banbury/Main stores,144.976,24.1626666666666667
53,PO19-3979_1016954,ULTRASONIC SENSOR MOUNTING RUBBER,Advanced Purchase,2fc0f320df91a79376ab2bd05cf903ec,,23/3/2020,20/4/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.717000,UK/Banbury/Main stores,144.976,24.1626666666666667
54,PO19-3979_1016953,ULTRASONIC SENSOR MOUNTING RING,Advanced Purchase,2fc0f320df91a79376ab2bd05cf903ec,,23/3/2020,3/7/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.717000,UK/Banbury/Main stores,144.976,24.1626666666666667
55,PO19-3986_8001238,LV Busbar Fuse (200A),Advanced Purchase,cb0e1f5af10530fc6cc6ffd2924e0f23,,9/1/2020,6/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.817000,UK/Banbury/Main stores,5.376,0.896
56,PO19-3976_1017287,OMNIA M6 CSK BUSH,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,31/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
57,PO19-3976_1017285,OMNIA M10 CSK BUSH,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,31/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
58,PO19-3976_1017288,VAN-FRONT PANEL LONGITUDINAL EXTRUSION,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,31/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
59,PO19-3984_1015926,HV Fuse Holder (Small),Advanced Purchase,5110a927ac3d9eadd6586665e790a2d6,,9/1/2020,6/2/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.687000,UK/Banbury/Main stores,18.816,3.136
60,PO19-3973_1017129,BULKHEAD-CARGO-RH,Advanced Purchase,12471ef130963b36863e1032067fc895,,6/1/2020,21/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.783000,UK/Banbury/Main stores,367.84,61.3066666666666667
61,PO19-3975_1016578,HV Battery Box Centre Busbar Mounting Bracket Back,Advanced Purchase,39f4826bad6341fd2342df39b51c1900,,10/1/2020,9/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.653000,UK/Banbury/Main stores,35.34,5.89
62,PO19-3976_1017290,VAN - FRONT PANEL SPACERS,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,31/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
63,PO19-3975_1017267,HVBM HV CENTRE BUSBAR WIDEBOY MOUNTING BRACKET BASE,Advanced Purchase,39f4826bad6341fd2342df39b51c1900,,10/1/2020,9/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.653000,UK/Banbury/Main stores,35.34,5.89
64,PO19-3975_1018427,HVBM HV COLLECTOR TO REAR BUSBAR SUPPORT UPPER,Advanced Purchase,39f4826bad6341fd2342df39b51c1900,,10/1/2020,9/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.653000,UK/Banbury/Main stores,35.34,5.89
65,PO19-3976_1017920,VAN- EXTRUSION SPACER,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,31/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
66,PO19-3976_1017422,Ride Height Sensor Lever Arm,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,31/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
67,PO19-3976_1017291,VAN-FRONT PANEL TRANSVERSE EXTRUSION AFT,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,31/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
68,PO19-3976_1017633,OMNIA M8 CSK BUSH LONG,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,31/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
69,PO19-3973_1017128,BULKHEAD-CARGO-LH,Advanced Purchase,12471ef130963b36863e1032067fc895,,6/1/2020,21/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.783000,UK/Banbury/Main stores,367.84,61.3066666666666667
70,PO19-3975_1017010,HV Battery Box Collector Outer Bracket Front,Advanced Purchase,39f4826bad6341fd2342df39b51c1900,,10/1/2020,9/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.653000,UK/Banbury/Main stores,35.34,5.89
71,PO19-3976_1017292,VAN-FRONT PANEL TRANSVERSE EXTRUSION FORE,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,31/1/2020,0,0,,20/1/2020,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
72,PO19-3976_1017286,OMNIA M8 CSK BUSH,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,31/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
73,PO19-3976_1017478,DRIVE UNIT LOAD SPREADER INBOARD,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,7/2/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
74,PO19-3977_1016869,Front Bumper Foam,Advanced Purchase,e7e4fbee7f8c6bc7cc6789dac66de706,,10/1/2020,14/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.877000,UK/Banbury/Main stores,126.7208333333333333,
75,PO19-3973_1017780,BULKHEAD-DOOR-OMNIA,Advanced Purchase,12471ef130963b36863e1032067fc895,,6/1/2020,21/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.783000,UK/Banbury/Main stores,367.84,61.3066666666666667
76,PO19-3975_1016160,HV Battery Box Collector Mounting Bracket Back,Advanced Purchase,39f4826bad6341fd2342df39b51c1900,,10/1/2020,9/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.653000,UK/Banbury/Main stores,35.34,5.89
77,PO19-3976_1017462,DRIVE UNIT LOAD SPREADER OUTBOARD,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,20/1/2020,7/2/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.973000,UK/Banbury/Main stores,306.6,51.1
78,PO19-3975_1016158,HV Battery Box Collector Outer Bracket Back,Advanced Purchase,39f4826bad6341fd2342df39b51c1900,,10/1/2020,9/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.653000,UK/Banbury/Main stores,35.34,5.89
79,PO19-3975_1016159,HV Battery Box Collector Inner Bracket Front,Advanced Purchase,39f4826bad6341fd2342df39b51c1900,,10/1/2020,9/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.653000,UK/Banbury/Main stores,35.34,5.89
80,PO19-3975_1018428,HVBM HV COLLECTOR TO REAR BUSBAR SUPPORT,Advanced Purchase,39f4826bad6341fd2342df39b51c1900,,10/1/2020,9/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.653000,UK/Banbury/Main stores,35.34,5.89
81,PO19-3975_1016579,HV Battery Box Centre Busbar Mounting Bracket Front,Advanced Purchase,39f4826bad6341fd2342df39b51c1900,,10/1/2020,9/1/2020,0,0,,,2019-12-19 00:00:00.000000,2020-07-07 05:50:59.653000,UK/Banbury/Main stores,35.34,5.89
82,PO19-3989_1000488,BODY STRUCTURE HOOP WA 01,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,13/1/2020,13/1/2020,0,0,,7/12/2018,2019-12-20 00:00:00.000000,2020-07-07 05:51:00.673000,UK/Banbury/Main stores,370,61.6666666666666667
83,PO19-3989_1000489,BODY STRUCTURE HOOP WA 02,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,,13/1/2020,13/1/2020,0,0,,7/12/2018,2019-12-20 00:00:00.000000,2020-07-07 05:51:00.673000,UK/Banbury/Main stores,370,61.6666666666666667
84,PO19-4000_1015976,Rear Door Hinge Assembly,Advanced Purchase,46976edf3060ee19825ea4376a304331,,6/1/2020,13/1/2020,0,0,,,2019-12-20 00:00:00.000000,2020-07-07 05:51:00.800000,UK/Banbury/Main stores,369.468,61.578
85,PO19-3999_1015976,Rear Door Hinge Assembly,Advanced Purchase,46976edf3060ee19825ea4376a304331,,6/1/2020,13/1/2020,0,0,,,2019-12-20 00:00:00.000000,2020-07-07 05:51:00.737000,UK/Banbury/Main stores,369.468,61.578
86,PO19-4001_1015976,Rear Door Hinge Assembly,Advanced Purchase,46976edf3060ee19825ea4376a304331,,6/1/2020,13/1/2020,0,0,,,2019-12-20 00:00:00.000000,2020-07-07 05:51:00.620000,UK/Banbury/Main stores,185.984,30.9973333333333333
87,PO20-0018_1002575,B12 HVBM 3 Module Flex Cable,Advanced Purchase,434a9c46396cd0ff937d4b6c06515689,,22/1/2020,7/2/2020,0,0,,,2020-01-06 00:00:00.000000,2020-07-07 05:51:01.747000,UK/Banbury/Main stores,360,60
88,PO20-0039_8000676,BOLT-EXTERNAL HEX-FLANGED-M10X1.5X30-ZINC FLAKE-DIN6921,Advanced Purchase,e6de0797680ea26bd528bd73e8a184b3,,9/1/2020,24/1/2020,,,,,2020-01-08 00:00:00.000000,2020-07-07 05:51:03.217000,UK/Banbury/Main stores,35.341,5.8901666666666667
89,PO20-0087_1018431,"DRIVER SEAT VAR 4, RHD, NTS2, SINGLE SLIM, 2X ARMRESTS, 3-POINTS BELT, AIR SUSPENDED, OCCUPANCY SENSOR, NO MICROPHONE, NO HEATING, CMF: AUNDE GLENDORA & ANTHRACITE TEXTILE TRIM (PRIESTMAN GOODE)",Advanced Purchase,22502c59893827cdc000e2b914412362,,28/2/2020,18/5/2020,11,77,Purchased,19/10/2020,2020-01-09 00:00:00.000000,2020-07-07 05:51:04.470000,UK/Banbury/Main stores,185.782,30.9636666666666667
90,PO20-0087_1018432,"DRIVER SEAT VAR 5, RHD, NTS2, SINGLE SLIM, 2X ARMRESTS,  3-POINTS BELT,   STATIC WITH HEIGHT RISER, OCCUPANCY SENSOR, NO MICROPHONE, NO HEATING, CMF: AUNDE GLENDORA & ANTHRACITE TEXTILE TRIM (PRIESTMAN GOODE)",Advanced Purchase,22502c59893827cdc000e2b914412362,,28/2/2020,18/5/2020,11,77,Purchased,19/10/2020,2020-01-09 00:00:00.000000,2020-07-07 05:51:04.470000,UK/Banbury/Main stores,185.782,30.9636666666666667
91,PO20-0088_1018214,HV INVERTER AUXILIARY,Advanced Purchase,3271b2a76c3d9bd03e0f3920d103b215,,27/1/2020,25/2/2020,10,70,Purchased,,2020-01-10 00:00:00.000000,2020-07-07 05:51:05.320000,UK/Banbury/Main stores,2848.3333333333333333,
92,PO20-0155_1016063,A-Pillar Grab Handle,Advanced Purchase,cdb071f7ce98dd2f7a7596ab59de74b4,PRCH-3550,,20/1/2020,0,0,,,2020-01-14 00:00:00.000000,2020-07-07 05:51:08.077000,UK/Banbury/Main stores,9.158,1.5263333333333333
93,PO20-0141_1016837,Radiator Duct Seal,Advanced Purchase,c36c63b054052ed7a2957f1e2c1a8a1b,,,15/1/2020,0,0,,,2020-01-14 00:00:00.000000,2020-07-07 05:51:06.917000,UK/Banbury/Main stores,5.995,0.99916666666666666667
94,PO20-0177_ 1015495,Brake Pressure reducing valve (Sample),Advanced Purchase,1207bab87ae8f6659a150727955a924f,PRCH-3626,,20/1/2020,,,0,,2020-01-15 00:00:00.000000,2020-07-07 05:51:09.180000,UK/Banbury/Main stores,25.081,4.1801666666666667
95,PO20-0180_1018409,Cabin Front Headlamp Bucket RH,Advanced Purchase,66759b6499c2e88cf66f6a16137cdfac,PRCH-3587,5/2/2020,4/2/2020,0,0,,,2020-01-15 00:00:00.000000,2020-07-07 05:51:08.973000,UK/Banbury/Main stores,276.2,46.0333333333333333
96,PO20-0178_1018188,COVER CHILLER HVAC,Advanced Purchase,66759b6499c2e88cf66f6a16137cdfac,PRCH-3602,5/2/2020,4/2/2020,0,0,,,2020-01-15 00:00:00.000000,2020-07-07 05:51:08.427000,UK/Banbury/Main stores,92.351,15.3918333333333333
97,PO20-0184_1018410,Cabin Front Headlamp Mounting Plate LH,Advanced Purchase,07dd6ffc341a0864624cb6f9ef3c6f22,PRCH-3549,31/1/2020,3/2/2020,0,0,,,2020-01-15 00:00:00.000000,2020-07-07 05:51:09.010000,UK/Banbury/Main stores,182.5,30.4166666666666667
